document,year,model,original_length,original_words,summary_length,summary_words,compression_ratio,processing_time,summary,summary_word_count
2020 Eifel Grand Prix - Decision - Driver change request car 18.pdf,2020,LexRank-3sent,1205,197,263,39,0.21825726141078838,0.006309032440185547,"decisions of the Stewards, in accordance with Article 15 of the FIA International Sporting Code and Article 10.1.1 of the FIA Judicial and Disciplinary Rules, within the applicable time limits. The St...",39
2020 Eifel Grand Prix - Decision - Driver change request car 18.pdf,2020,TextRank-7sent,1205,197,263,39,0.21825726141078838,0.006333827972412109,"decisions of the Stewards, in accordance with Article 15 of the FIA International Sporting Code and Article 10.1.1 of the FIA Judicial and Disciplinary Rules, within the applicable time limits. The St...",39
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 10.pdf,2020,LexRank,1354,223,585,97,0.4320531757754801,0.007590055465698242,Fact Car 8 did not use the track at the exit of turn 10. Reason The Stewards reviewed video and received timing information from the Race Director. The car left the track. The penalty was applied in a...,97
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 10.pdf,2020,TextRank,1354,223,829,131,0.6122599704579025,0.007233142852783203,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.2.a). Decision Deletion of lap time (1:10.909) and the fol...",131
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 10.pdf,2020,Luhn,1354,223,797,128,0.5886262924667651,0.007880926132202148,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.2.a). Decision Deletion of lap time (1:10.909) and the fol...",128
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 10.pdf,2020,LexRank-3sent,1354,223,470,79,0.34711964549483015,0.0071811676025390625,Fact Car 8 did not use the track at the exit of turn 10. The penalty was applied in accordance with point 21.2.a) of the Race Directors Event Notes and Article 12.3.1.e of the FIA International Sporti...,79
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 10.pdf,2020,TextRank-7sent,1354,223,977,158,0.7215657311669128,0.0072193145751953125,"Fact Car 8 did not use the track at the exit of turn 10. Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.2...",158
2020 Abu Dhabi Grand Prix - Decision - Car 55 - Alleged driving unnecessarily slowly in the pit lane..pdf,2020,LexRank,2792,504,751,143,0.2689828080229226,0.00946187973022461,"Fact Alleged driving unnecessarily slowly in the pit lane. Offence Alleged breach of Articles 40.3 27.4 of the FIA Formula One Sporting Regulations. Therefore, we are not of the view that this action ...",143
2020 Abu Dhabi Grand Prix - Decision - Car 55 - Alleged driving unnecessarily slowly in the pit lane..pdf,2020,TextRank,2792,504,1070,195,0.3832378223495702,0.008908987045288086,"Therefore, we are not of the view that this action in any way resulted in the Team avoiding a double stack situation as Car 5 was well clear of the Pit Stop at this time. We also accept the explanatio...",195
2020 Abu Dhabi Grand Prix - Decision - Car 55 - Alleged driving unnecessarily slowly in the pit lane..pdf,2020,Luhn,2792,504,1042,195,0.37320916905444124,0.007421255111694336,"On approaching the Start of the Pit Lane Car 55 accelerated then as per normal practice, braked briefly to less than 80 kmh just prior to the line and then accelerated up to 80. Therefore, we are not ...",195
2020 Abu Dhabi Grand Prix - Decision - Car 55 - Alleged driving unnecessarily slowly in the pit lane..pdf,2020,LexRank-3sent,2792,504,602,120,0.21561604584527222,0.009158134460449219,"Therefore, we are not of the view that this action in any way resulted in the Team avoiding a double stack situation as Car 5 was well clear of the Pit Stop at this time. We also accept the explanatio...",120
2020 Abu Dhabi Grand Prix - Decision - Car 55 - Alleged driving unnecessarily slowly in the pit lane..pdf,2020,TextRank-7sent,2792,504,1468,263,0.5257879656160458,0.009034872055053711,"Decision No further action Reason The Stewards viewed video evidence, radio transmissions and telemetry data, heard from the driver of car 55 (Carlos Sainz), the driver of car 18 (Lance Stroll) and te...",263
2020 Russian Grand Prix - Decision - Car 6 - Turn 2.pdf,2020,LexRank,1898,315,766,128,0.4035827186512118,0.008002042770385742,"Fact Alleged breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22.1 a) in turn 2 at 15:06:07. Decision No furt...",128
2020 Russian Grand Prix - Decision - Car 6 - Turn 2.pdf,2020,TextRank,1898,315,855,151,0.4504741833508957,0.007727861404418945,"Fact Alleged breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22.1 a) in turn 2 at 15:06:07. The driver left ...",151
2020 Russian Grand Prix - Decision - Car 6 - Turn 2.pdf,2020,Luhn,1898,315,855,151,0.4504741833508957,0.006994962692260742,"Fact Alleged breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22.1 a) in turn 2 at 15:06:07. The driver left ...",151
2020 Russian Grand Prix - Decision - Car 6 - Turn 2.pdf,2020,LexRank-3sent,1898,315,611,104,0.3219178082191781,0.00774383544921875,"Fact Alleged breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22.1 a) in turn 2 at 15:06:07. The Stewards rem...",104
2020 Russian Grand Prix - Decision - Car 6 - Turn 2.pdf,2020,TextRank-7sent,1898,315,1093,190,0.5758693361433087,0.008493185043334961,"Fact Alleged breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22.1 a) in turn 2 at 15:06:07. Reason The Stewa...",190
2020 Turkish Grand Prix - Offence - Car 10 - PU Elements authorization..pdf,2020,LexRank,2149,351,785,134,0.3652861796184272,0.008440971374511719,Offence Breach of Article 23.3 a) of the FIA Formula One Sporting Regulations. Such a change comes with a requirement to start the car from the back of the grid. During that work the team ultimately d...,134
2020 Turkish Grand Prix - Offence - Car 10 - PU Elements authorization..pdf,2020,TextRank,2149,351,968,162,0.45044206607724524,0.008177757263183594,Such a change comes with a requirement to start the car from the back of the grid. During that work the team ultimately decided not to change the PU and ultimately reassembled the car with the origina...,162
2020 Turkish Grand Prix - Offence - Car 10 - PU Elements authorization..pdf,2020,Luhn,2149,351,968,162,0.45044206607724524,0.007756948471069336,Such a change comes with a requirement to start the car from the back of the grid. During that work the team ultimately decided not to change the PU and ultimately reassembled the car with the origina...,162
2020 Turkish Grand Prix - Offence - Car 10 - PU Elements authorization..pdf,2020,LexRank-3sent,2149,351,415,72,0.1931130758492322,0.009656906127929688,Such a change comes with a requirement to start the car from the back of the grid. During that work the team ultimately decided not to change the PU and ultimately reassembled the car with the origina...,72
2020 Turkish Grand Prix - Offence - Car 10 - PU Elements authorization..pdf,2020,TextRank-7sent,2149,351,1124,189,0.5230339692880409,0.008188247680664062,Decision Car 10 is required to start the race from the back of the grid. Reason The Stewards heard from the FIA Technical Delegate and team representative. Such a change comes with a requirement to st...,189
2020 Sakhir Grand Prix - Offence - Mercedes - Car 63 incorrect use of tyres.pdf,2020,LexRank,2984,505,663,125,0.22218498659517427,0.009517192840576172,Fact Incorrect use of tyres Offence Breach of Article 24.2 a) and 24.3 e) of the FIA Formula One Sporting Regulations. As described in the latters report (document 34) Car 63 was fitted with front tyr...,125
2020 Sakhir Grand Prix - Offence - Mercedes - Car 63 incorrect use of tyres.pdf,2020,TextRank,2984,505,1220,217,0.40884718498659517,0.00916910171508789,"This was caused by a radio communications technical issue wherein the pit walls communication to the pit crew that Car 63 was entering the pits prior to (and not after) Car 77, failed to be received b...",217
2020 Sakhir Grand Prix - Offence - Mercedes - Car 63 incorrect use of tyres.pdf,2020,Luhn,2984,505,1172,212,0.39276139410187666,0.007449150085449219,Fact Incorrect use of tyres Offence Breach of Article 24.2 a) and 24.3 e) of the FIA Formula One Sporting Regulations. This was caused by a radio communications technical issue wherein the pit walls c...,212
2020 Sakhir Grand Prix - Offence - Mercedes - Car 63 incorrect use of tyres.pdf,2020,LexRank-3sent,2984,505,473,90,0.15851206434316353,0.00939488410949707,"Fact Incorrect use of tyres Offence Breach of Article 24.2 a) and 24.3 e) of the FIA Formula One Sporting Regulations. Secondly, Car 77 made a pit stop to change tyres only to find that the front tyre...",90
2020 Sakhir Grand Prix - Offence - Mercedes - Car 63 incorrect use of tyres.pdf,2020,TextRank-7sent,2984,505,1396,247,0.467828418230563,0.00917816162109375,Fact Incorrect use of tyres Offence Breach of Article 24.2 a) and 24.3 e) of the FIA Formula One Sporting Regulations. This was caused by a radio communications technical issue wherein the pit walls c...,247
2020 Spanish Grand Prix - Offence - Car 11 - Ignoring Blue Flags.pdf,2020,LexRank,1056,173,623,101,0.5899621212121212,0.006710052490234375,"Fact Ignoring blue flags Offence Breach of Appendix H, Article 2.5.5.1.d) of the FIA International Sporting Code. Decision 5 seconds time penalty (1 penalty points imposed, total of 1 points in the 12...",101
2020 Spanish Grand Prix - Offence - Car 11 - Ignoring Blue Flags.pdf,2020,TextRank,1056,173,613,100,0.5804924242424242,0.006792783737182617,"Fact Ignoring blue flags Offence Breach of Appendix H, Article 2.5.5.1.d) of the FIA International Sporting Code. Decision 5 seconds time penalty (1 penalty points imposed, total of 1 points in the 12...",100
2020 Spanish Grand Prix - Offence - Car 11 - Ignoring Blue Flags.pdf,2020,Luhn,1056,173,623,101,0.5899621212121212,0.00747227668762207,"Fact Ignoring blue flags Offence Breach of Appendix H, Article 2.5.5.1.d) of the FIA International Sporting Code. Decision 5 seconds time penalty (1 penalty points imposed, total of 1 points in the 12...",101
2020 Spanish Grand Prix - Offence - Car 11 - Ignoring Blue Flags.pdf,2020,LexRank-3sent,1056,173,278,43,0.26325757575757575,0.006628990173339844,"Fact Ignoring blue flags Offence Breach of Appendix H, Article 2.5.5.1.d) of the FIA International Sporting Code. Decision 5 seconds time penalty (1 penalty points imposed, total of 1 points in the 12...",43
2020 Spanish Grand Prix - Offence - Car 11 - Ignoring Blue Flags.pdf,2020,TextRank-7sent,1056,173,676,109,0.6401515151515151,0.006737947463989258,"Fact Ignoring blue flags Offence Breach of Appendix H, Article 2.5.5.1.d) of the FIA International Sporting Code. Decision 5 seconds time penalty (1 penalty points imposed, total of 1 points in the 12...",109
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 9 (2nd).pdf,2020,LexRank,1316,218,492,84,0.3738601823708207,0.006994962692260742,"Fact Car 8 did not use the track at the exit of turn 9. Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.1....",84
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 9 (2nd).pdf,2020,TextRank,1316,218,792,126,0.601823708206687,0.0071561336517333984,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.1.a). Decision Deletion of lap time (1:32.297) in accordan...",126
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 9 (2nd).pdf,2020,Luhn,1316,218,760,123,0.5775075987841946,0.0066089630126953125,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.1.a). Decision Deletion of lap time (1:32.297) in accordan...",123
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 9 (2nd).pdf,2020,LexRank-3sent,1316,218,377,66,0.2864741641337386,0.006939888000488281,"Fact Car 8 did not use the track at the exit of turn 9. Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.1....",66
2020 Austrian Grand Prix - Offence - Car 8 - Track limits turn 9 (2nd).pdf,2020,TextRank-7sent,1316,218,939,153,0.7135258358662614,0.006883859634399414,"Fact Car 8 did not use the track at the exit of turn 9. Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Race Notes 21.1....",153
2020 Russian Grand Prix - Offence - Car 3 - RD Instruction.pdf,2020,LexRank,1169,192,719,118,0.6150556030795552,0.006688833236694336,"Offence Breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22. Decision 5 second time penalty (1 penalty point ...",118
2020 Russian Grand Prix - Offence - Car 3 - RD Instruction.pdf,2020,TextRank,1169,192,719,118,0.6150556030795552,0.0066339969635009766,"Offence Breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22. Decision 5 second time penalty (1 penalty point ...",118
2020 Russian Grand Prix - Offence - Car 3 - RD Instruction.pdf,2020,Luhn,1169,192,726,120,0.621043627031651,0.006468057632446289,"Fact Failure to follow Race Directors Instruction in turn 2. Offence Breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (...",120
2020 Russian Grand Prix - Offence - Car 3 - RD Instruction.pdf,2020,LexRank-3sent,1169,192,403,69,0.34473909324208724,0.006570100784301758,"Offence Breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (v3) item 22. Decision 5 second time penalty (1 penalty point ...",69
2020 Russian Grand Prix - Offence - Car 3 - RD Instruction.pdf,2020,TextRank-7sent,1169,192,780,128,0.6672369546621043,0.006516933441162109,"Fact Failure to follow Race Directors Instruction in turn 2. Offence Breach of the FIA International Sporting Code Article 12.1.1 (i), failure to follow the instructions contained in the Event Notes (...",128
2020 Italian Grand Prix - Offence - Car 44 - Entering closed pit lane.pdf,2020,LexRank,1303,215,554,89,0.42517267843438217,0.00698089599609375,"Fact Entered the pit lane when it was closed. Offence Breach of Article 28.14 of the FIA Formula One Sporting Regulations. Decision 10 second stop and go penalty (2 penalty points imposed, total of 8 ...",89
2020 Italian Grand Prix - Offence - Car 44 - Entering closed pit lane.pdf,2020,TextRank,1303,215,675,113,0.5180353031465849,0.00681614875793457,"Reason The Stewards viewed video evidence, noted that the pit lane was closed at 15:41:47. The pit lane closed message was displayed on the Time Page 3, and the pit lane closed lights were displayed o...",113
2020 Italian Grand Prix - Offence - Car 44 - Entering closed pit lane.pdf,2020,Luhn,1303,215,690,117,0.5295471987720645,0.006688117980957031,"Offence Breach of Article 28.14 of the FIA Formula One Sporting Regulations. Decision 10 second stop and go penalty (2 penalty points imposed, total of 8 points in the 12-month period). Reason The Ste...",117
2020 Italian Grand Prix - Offence - Car 44 - Entering closed pit lane.pdf,2020,LexRank-3sent,1303,215,231,40,0.1772831926323868,0.006639719009399414,"Fact Entered the pit lane when it was closed. Offence Breach of Article 28.14 of the FIA Formula One Sporting Regulations. Decision 10 second stop and go penalty (2 penalty points imposed, total of 8 ...",40
2020 Italian Grand Prix - Offence - Car 44 - Entering closed pit lane.pdf,2020,TextRank-7sent,1303,215,861,144,0.6607828089025326,0.0064737796783447266,"Offence Breach of Article 28.14 of the FIA Formula One Sporting Regulations. Decision 10 second stop and go penalty (2 penalty points imposed, total of 8 points in the 12-month period). Reason The Ste...",144
2020 Austrian Grand Prix - Offence - Car 44 - Leaving the track in turn 10.pdf,2020,LexRank,1620,264,443,75,0.2734567901234568,0.006730079650878906,Fact Car 44 did not use the track at the exit of turn 10. Decision Deletion of lap time (1:03.061) in accordance with Article 12.3.1.e of the FIA International Sporting Code and Art 31.4 of the FIA Fo...,75
2020 Austrian Grand Prix - Offence - Car 44 - Leaving the track in turn 10.pdf,2020,TextRank,1620,264,790,126,0.4876543209876543,0.00684809684753418,Decision Deletion of lap time (1:03.061) in accordance with Article 12.3.1.e of the FIA International Sporting Code and Art 31.4 of the FIA Formula One Sporting Regulations. As no lap time has been ac...,126
2020 Austrian Grand Prix - Offence - Car 44 - Leaving the track in turn 10.pdf,2020,Luhn,1620,264,883,143,0.5450617283950617,0.010612964630126953,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Event Notes 21.2.a). Decision Deletion of lap time (1:03.061) in accorda...",143
2020 Austrian Grand Prix - Offence - Car 44 - Leaving the track in turn 10.pdf,2020,LexRank-3sent,1620,264,363,62,0.22407407407407406,0.009011030197143555,Fact Car 44 did not use the track at the exit of turn 10. Decision Deletion of lap time (1:03.061) in accordance with Article 12.3.1.e of the FIA International Sporting Code and Art 31.4 of the FIA Fo...,62
2020 Austrian Grand Prix - Offence - Car 44 - Leaving the track in turn 10.pdf,2020,TextRank-7sent,1620,264,1071,172,0.6611111111111111,0.007144927978515625,"Offence Breach of Appendix L, Ch IV, Article 2c of the FIA International Sporting Code and failure to follow the Race Directors Event Notes 21.2.a). Decision Deletion of lap time (1:03.061) in accorda...",172
2020 Styrian Grand Prix - Offence - Car 8 Parc Ferme.pdf,2020,LexRank,2647,460,890,163,0.33622969399319985,0.008685111999511719,"Offence Breach of Article 34.2, 34.4 and 34.7 of FIA Formula One Sporting Regulations. Car 8 took part in Q1 by exiting the pit lane and therefore was under Parc Ferme conditions from that point in ti...",163
2020 Styrian Grand Prix - Offence - Car 8 Parc Ferme.pdf,2020,TextRank,2647,460,1204,212,0.45485455232338495,0.008414030075073242,"As reported by the Technical Delegate and confirmed by the team manager during the hearing, the team did not stop working on the car 3 hours 30 minutes after the end of Qualifying (11 July 2020, 20:16...",212
2020 Styrian Grand Prix - Offence - Car 8 Parc Ferme.pdf,2020,Luhn,2647,460,1258,224,0.4752550056667926,0.007125139236450195,"As reported by the Technical Delegate and confirmed by the team manager during the hearing, the team did not stop working on the car 3 hours 30 minutes after the end of Qualifying (11 July 2020, 20:16...",224
2020 Styrian Grand Prix - Offence - Car 8 Parc Ferme.pdf,2020,LexRank-3sent,2647,460,696,129,0.2629391764261428,0.008898735046386719,Car 8 took part in Q1 by exiting the pit lane and therefore was under Parc Ferme conditions from that point in time as specified in Art. For work carried out on the car in the time windows until 3 hou...,129
2020 Styrian Grand Prix - Offence - Car 8 Parc Ferme.pdf,2020,TextRank-7sent,2647,460,1425,254,0.5383452965621458,0.00842905044555664,"Decision The car is required to start the race from the pit lane. As reported by the Technical Delegate and confirmed by the team manager during the hearing, the team did not stop working on the car 3...",254
2021 Belgian Grand Prix - Offence - Car 4 - gearbox.pdf,2021,LexRank,943,151,498,81,0.528101802757158,0.006343841552734375,Fact The gearbox has been changed. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 4 has been changed befor...,81
2021 Belgian Grand Prix - Offence - Car 4 - gearbox.pdf,2021,TextRank,943,151,522,83,0.5535524920466596,0.006262063980102539,Fact The gearbox has been changed. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Reason The gearbox of car 4 has been changed before 6 consecutive events have expired...,83
2021 Belgian Grand Prix - Offence - Car 4 - gearbox.pdf,2021,Luhn,943,151,498,81,0.528101802757158,0.006131887435913086,Fact The gearbox has been changed. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 4 has been changed befor...,81
2021 Belgian Grand Prix - Offence - Car 4 - gearbox.pdf,2021,LexRank-3sent,943,151,149,25,0.15800636267232238,0.006317138671875,Fact The gearbox has been changed. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions....,25
2021 Belgian Grand Prix - Offence - Car 4 - gearbox.pdf,2021,TextRank-7sent,943,151,557,89,0.5906680805938495,0.006186246871948242,Fact The gearbox has been changed. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 4 has been changed befor...,89
2021 Italian Grand Prix - Offence - Alpine - Pit lane incident.pdf,2021,LexRank,1489,250,524,95,0.3519140362659503,0.006865024566650391,"Offence Breach of 12.2.1h of the FIA International Sporting Code. Decision The competitor (Alpine F1 Team) is fined 5,000. The team member of Car 31 who was responsible for releasing Car 31 stepped ba...",95
2021 Italian Grand Prix - Offence - Alpine - Pit lane incident.pdf,2021,TextRank,1489,250,715,125,0.4801880456682337,0.00690770149230957,"The team member of Car 31 who was responsible for releasing Car 31 stepped back into the pit lane, close to the fast lane into the path of Car 5. While the Stewards accept that members of other teams ...",125
2021 Italian Grand Prix - Offence - Alpine - Pit lane incident.pdf,2021,Luhn,1489,250,722,129,0.48488918737407655,0.006723880767822266,"Fact Team member in the pit lane operating in an unsafe manner. The team member of Car 31 who was responsible for releasing Car 31 stepped back into the pit lane, close to the fast lane into the path ...",129
2021 Italian Grand Prix - Offence - Alpine - Pit lane incident.pdf,2021,LexRank-3sent,1489,250,401,76,0.26930826057756885,0.006865739822387695,"The team member of Car 31 who was responsible for releasing Car 31 stepped back into the pit lane, close to the fast lane into the path of Car 5. While the Stewards accept that members of other teams ...",76
2021 Italian Grand Prix - Offence - Alpine - Pit lane incident.pdf,2021,TextRank-7sent,1489,250,862,149,0.5789120214909335,0.00663304328918457,Reason The Stewards heard from the team representative and reviewed video evidence. Several cars were released into the pit lane at the same time. The team member of Car 31 who was responsible for rel...,149
2021 Russian Grand Prix - Offence - Car 99 - gearbox.pdf,2021,LexRank,975,153,496,81,0.5087179487179487,0.0063860416412353516,Fact The gearbox has been replaced. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of Car 99 has been replaced be...,81
2021 Russian Grand Prix - Offence - Car 99 - gearbox.pdf,2021,TextRank,975,153,525,83,0.5384615384615384,0.006179094314575195,Fact The gearbox has been replaced. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Reason The gearbox of Car 99 has been replaced before 6 consecutive events have expi...,83
2021 Russian Grand Prix - Offence - Car 99 - gearbox.pdf,2021,Luhn,975,153,496,81,0.5087179487179487,0.00603795051574707,Fact The gearbox has been replaced. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of Car 99 has been replaced be...,81
2021 Russian Grand Prix - Offence - Car 99 - gearbox.pdf,2021,LexRank-3sent,975,153,150,25,0.15384615384615385,0.006165981292724609,Fact The gearbox has been replaced. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions....,25
2021 Russian Grand Prix - Offence - Car 99 - gearbox.pdf,2021,TextRank-7sent,975,153,560,89,0.5743589743589743,0.006110191345214844,Fact The gearbox has been replaced. Offence Breach of Article 23.4 (a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of Car 99 has been replaced be...,89
2021 Russian Grand Prix - Offence - Car 4 - Pit Entry.pdf,2021,LexRank,2265,373,487,86,0.21501103752759382,0.007610797882080078,Fact Crossing of the painted area between the Pit Entry and the track by Car 4. Offence Breach of Article 12.2.1 i of the FIA International Sporting Code and Article 20.4 of the Race Directors Event N...,86
2021 Russian Grand Prix - Offence - Car 4 - Pit Entry.pdf,2021,TextRank,2265,373,1195,199,0.5275938189845475,0.0077898502349853516,"Reason The Stewards heard from the driver of Car 4 (Lando Norris) and team representative, reviewed the video, radio and telemetry evidence and determined that a breach of the regulations had been com...",199
2021 Russian Grand Prix - Offence - Car 4 - Pit Entry.pdf,2021,Luhn,2265,373,837,142,0.3695364238410596,0.00693821907043457,Fact Crossing of the painted area between the Pit Entry and the track by Car 4. Offence Breach of Article 12.2.1 i of the FIA International Sporting Code and Article 20.4 of the Race Directors Event N...,142
2021 Russian Grand Prix - Offence - Car 4 - Pit Entry.pdf,2021,LexRank-3sent,2265,373,398,72,0.17571743929359823,0.007543802261352539,Fact Crossing of the painted area between the Pit Entry and the track by Car 4. Offence Breach of Article 12.2.1 i of the FIA International Sporting Code and Article 20.4 of the Race Directors Event N...,72
2021 Russian Grand Prix - Offence - Car 4 - Pit Entry.pdf,2021,TextRank-7sent,2265,373,1401,236,0.6185430463576159,0.0073528289794921875,Fact Crossing of the painted area between the Pit Entry and the track by Car 4. Offence Breach of Article 12.2.1 i of the FIA International Sporting Code and Article 20.4 of the Race Directors Event N...,236
2021 French Grand Prix - Offence - Car 22 - Gearbox has been changed.pdf,2021,LexRank,958,151,498,81,0.5198329853862212,0.006163835525512695,Fact The gearbox has been changed. Offence Breach of Article 23.5 a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 22 has been changed befor...,81
2021 French Grand Prix - Offence - Car 22 - Gearbox has been changed.pdf,2021,TextRank,958,151,522,84,0.5448851774530271,0.0068318843841552734,Fact The gearbox has been changed. Offence Breach of Article 23.5 a) of the FIA Formula One Sporting Regulations. Reason The gearbox of car 22 has been changed before 6 consecutive events have expired...,84
2021 French Grand Prix - Offence - Car 22 - Gearbox has been changed.pdf,2021,Luhn,958,151,498,81,0.5198329853862212,0.006045103073120117,Fact The gearbox has been changed. Offence Breach of Article 23.5 a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 22 has been changed befor...,81
2021 French Grand Prix - Offence - Car 22 - Gearbox has been changed.pdf,2021,LexRank-3sent,958,151,148,25,0.1544885177453027,0.006172895431518555,Fact The gearbox has been changed. Offence Breach of Article 23.5 a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions....,25
2021 French Grand Prix - Offence - Car 22 - Gearbox has been changed.pdf,2021,TextRank-7sent,958,151,557,90,0.581419624217119,0.006109952926635742,Fact The gearbox has been changed. Offence Breach of Article 23.5 a) of the FIA Formula One Sporting Regulations. Decision Drop of 5 grid positions. Reason The gearbox of car 22 has been changed befor...,90
2021 Brazilian Grand Prix - Offence - Car 44 - DRS.pdf,2021,LexRank,8016,1351,734,129,0.09156686626746507,0.026736021041870117,"3.6.3 of the 2021 FIA Formula 1 Technical Regulations. Further, the FIA has examined the design of the area of the car in question and are satisfied that the design meets the intent of the regulation....",129
2021 Brazilian Grand Prix - Offence - Car 44 - DRS.pdf,2021,TextRank,8016,1351,1053,191,0.13136227544910178,0.024435997009277344,"It was clear to the Stewards that the additional deflection was due to additional play either in the DRS actuator or the pivots at the end, or some combination or other fault with the mechanism, or in...",191
2021 Brazilian Grand Prix - Offence - Car 44 - DRS.pdf,2021,Luhn,8016,1351,1164,213,0.14520958083832336,0.010046958923339844,"It was clear to the Stewards that the additional deflection was due to additional play either in the DRS actuator or the pivots at the end, or some combination or other fault with the mechanism, or in...",213
2021 Brazilian Grand Prix - Offence - Car 44 - DRS.pdf,2021,LexRank-3sent,8016,1351,533,93,0.06649201596806387,0.026276826858520508,"The Competitor alleged that the fact that the car passed the test in the center section of the wing is both a mitigating factor and shows that there was no intent to breach the regulation. Finally, th...",93
2021 Brazilian Grand Prix - Offence - Car 44 - DRS.pdf,2021,TextRank-7sent,8016,1351,1480,263,0.18463073852295409,0.02409982681274414,"It was clear to the Stewards that the additional deflection was due to additional play either in the DRS actuator or the pivots at the end, or some combination or other fault with the mechanism, or in...",263
2021 French Grand Prix - Decision - Car 11 - Incident with car 77.pdf,2021,LexRank,1327,216,599,95,0.45139412207987945,0.006755828857421875,"Decision No further action. Reason The Stewards reviewed video evidence, positioning and timing data. This made the fact that he left the track subsequently as a standard track limits question. The St...",95
2021 French Grand Prix - Decision - Car 11 - Incident with car 77.pdf,2021,TextRank,1327,216,672,112,0.506405425772419,0.00716090202331543,The Stewards determined that Perez had fully completed the pass on Bottas by the time he left the track at Turn 10. This made the fact that he left the track subsequently as a standard track limits qu...,112
2021 French Grand Prix - Decision - Car 11 - Incident with car 77.pdf,2021,Luhn,1327,216,677,113,0.5101733232856066,0.006557941436767578,Fact Alleged leaving the track and gaining a lasting advantage. The Stewards determined that Perez had fully completed the pass on Bottas by the time he left the track at Turn 10. This made the fact t...,113
2021 French Grand Prix - Decision - Car 11 - Incident with car 77.pdf,2021,LexRank-3sent,1327,216,433,69,0.3262999246420497,0.006809234619140625,Decision No further action. The Stewards determined that Perez lost sufficient ground in the following turn that he could not be deemed to have gained a lasting advantage. Competitors are reminded tha...,69
